FECHA;MARCA;PEDIDO;FACTURA;CLIENTE;NOMBRE;NUMERO LINEA;NOMBRE MODELO;CODIGO MODELO;COLOR;COMPOSICION;ARANCEL;GENERO;CATEGORIA;DESCRIPCION;TEMPORADA;PAIS ORIGEN;ESCALA;QUARTER;UNIDAD EMPAQUE;TALLA;UPC;DISTRIB TALLA;BULTOS PED;CANTIDAD TALLA;PRECIO UNIT TALLA;EXTENSION;VOLUMEN;PESO
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;12;5422A;EKBRADST PTC DKBRN O BROWN;MEDIUM BROWN NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CHUKKA;CALZADO DE HOMBRE;FA18;BD;TFC;;12;8;'887974250347;2;2;4;42;168;0.0119;0.94
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;12;5422A;EKBRADST PTC DKBRN O BROWN;MEDIUM BROWN NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CHUKKA;CALZADO DE HOMBRE;FA18;BD;TFC;;12;8.5;'887974250354;2;2;4;42;168;0.0119;0.94
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;12;5422A;EKBRADST PTC DKBRN O BROWN;MEDIUM BROWN NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CHUKKA;CALZADO DE HOMBRE;FA18;BD;TFC;;12;9;'887974250361;2;2;4;42;168;0.0119;0.94
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;12;5422A;EKBRADST PTC DKBRN O BROWN;MEDIUM BROWN NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CHUKKA;CALZADO DE HOMBRE;FA18;BD;TFC;;12;9.5;'887974250378;1;2;2;42;84;0.0119;0.94
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;12;5422A;EKBRADST PTC DKBRN O BROWN;MEDIUM BROWN NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CHUKKA;CALZADO DE HOMBRE;FA18;BD;TFC;;12;10;'887974250385;1;2;2;42;84;0.0119;0.94
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;12;5422A;EKBRADST PTC DKBRN O BROWN;MEDIUM BROWN NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CHUKKA;CALZADO DE HOMBRE;FA18;BD;TFC;;12;10.5;'887974250392;1;2;2;42;84;0.0119;0.94
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;12;5422A;EKBRADST PTC DKBRN O BROWN;MEDIUM BROWN NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CHUKKA;CALZADO DE HOMBRE;FA18;BD;TFC;;12;11;'887974250408;1;2;2;42;84;0.0119;0.94
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;13;10361;6IN PREMIUM BOOT;WHEAT NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA  F 60% CUERO  40% TEXTIL  P 80% SINTETICO 20% TEXTIL;6403.99.950;MUJER;CASUAL;BOTA DE DAMA;0;BD;D1;;12;6.5;'906196647;2;1;2;64;128;0.0141;1.48
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;13;10361;6IN PREMIUM BOOT;WHEAT NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA  F 60% CUERO  40% TEXTIL  P 80% SINTETICO 20% TEXTIL;6403.99.950;MUJER;CASUAL;BOTA DE DAMA;0;BD;D1;;12;7.5;'906200009;2;1;2;64;128;0.0141;1.48
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;13;10361;6IN PREMIUM BOOT;WHEAT NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA  F 60% CUERO  40% TEXTIL  P 80% SINTETICO 20% TEXTIL;6403.99.950;MUJER;CASUAL;BOTA DE DAMA;0;BD;D1;;12;8;'906346271;2;1;2;64;128;0.0141;1.48
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;13;10361;6IN PREMIUM BOOT;WHEAT NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA  F 60% CUERO  40% TEXTIL  P 80% SINTETICO 20% TEXTIL;6403.99.950;MUJER;CASUAL;BOTA DE DAMA;0;BD;D1;;12;8.5;'906202782;1;1;1;64;64;0.0141;1.48
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;13;10361;6IN PREMIUM BOOT;WHEAT NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA  F 60% CUERO  40% TEXTIL  P 80% SINTETICO 20% TEXTIL;6403.99.950;MUJER;CASUAL;BOTA DE DAMA;0;BD;D1;;12;9;'906346301;1;1;1;64;64;0.0141;1.48
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;13;10361;6IN PREMIUM BOOT;WHEAT NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA  F 60% CUERO  40% TEXTIL  P 80% SINTETICO 20% TEXTIL;6403.99.950;MUJER;CASUAL;BOTA DE DAMA;0;BD;D1;;12;5.5;'906193332;1;1;1;64;64;0.0141;1.48
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;13;10361;6IN PREMIUM BOOT;WHEAT NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA  F 60% CUERO  40% TEXTIL  P 80% SINTETICO 20% TEXTIL;6403.99.950;MUJER;CASUAL;BOTA DE DAMA;0;BD;D1;;12;6;'906346158;1;1;1;64;64;0.0141;1.48
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;13;10361;6IN PREMIUM BOOT;WHEAT NUBUCK;C 100% CUERO S 100% CAUCHO PEGADA  F 60% CUERO  40% TEXTIL  P 80% SINTETICO 20% TEXTIL;6403.99.950;MUJER;CASUAL;BOTA DE DAMA;0;BD;D1;;12;7;'906346219;2;1;2;64;128;0.0141;1.48
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;14;A1TLW;ALTIMETER LEATHER ME JET BLACK;BLACK FULL GRAIN;C 50% TEXTIL 45% CUERO 5% SINTETICO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CASUAL;CALZADO DE HOMBRE;FA18;CN;TFC;;12;7.5;'191929597853;2;2;4;38;152;0.0112;0.84
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;14;A1TLW;ALTIMETER LEATHER ME JET BLACK;BLACK FULL GRAIN;C 50% TEXTIL 45% CUERO 5% SINTETICO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CASUAL;CALZADO DE HOMBRE;FA18;CN;TFC;;12;8;'191929598041;2;2;4;38;152;0.0112;0.84
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;14;A1TLW;ALTIMETER LEATHER ME JET BLACK;BLACK FULL GRAIN;C 50% TEXTIL 45% CUERO 5% SINTETICO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CASUAL;CALZADO DE HOMBRE;FA18;CN;TFC;;12;8.5;'191929598249;2;2;4;38;152;0.0112;0.84
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;14;A1TLW;ALTIMETER LEATHER ME JET BLACK;BLACK FULL GRAIN;C 50% TEXTIL 45% CUERO 5% SINTETICO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CASUAL;CALZADO DE HOMBRE;FA18;CN;TFC;;12;9;'191929598447;2;2;4;38;152;0.0112;0.84
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;14;A1TLW;ALTIMETER LEATHER ME JET BLACK;BLACK FULL GRAIN;C 50% TEXTIL 45% CUERO 5% SINTETICO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CASUAL;CALZADO DE HOMBRE;FA18;CN;TFC;;12;9.5;'191929598645;1;2;2;38;76;0.0112;0.84
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;14;A1TLW;ALTIMETER LEATHER ME JET BLACK;BLACK FULL GRAIN;C 50% TEXTIL 45% CUERO 5% SINTETICO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CASUAL;CALZADO DE HOMBRE;FA18;CN;TFC;;12;10;'191929598843;1;2;2;38;76;0.0112;0.84
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;14;A1TLW;ALTIMETER LEATHER ME JET BLACK;BLACK FULL GRAIN;C 50% TEXTIL 45% CUERO 5% SINTETICO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CASUAL;CALZADO DE HOMBRE;FA18;CN;TFC;;12;10.5;'191929599048;1;2;2;38;76;0.0112;0.84
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;14;A1TLW;ALTIMETER LEATHER ME JET BLACK;BLACK FULL GRAIN;C 50% TEXTIL 45% CUERO 5% SINTETICO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;CASUAL;CALZADO DE HOMBRE;FA18;CN;TFC;;12;11;'191929599246;1;2;2;38;76;0.0112;0.84
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;15;9540A;MT MADDSEN LOW MD BRN;MEDIUM BROWN FULL GRAIN;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;LOW HIKER;CALZADO DE HOMBRE;SP19;VN;TF;;12;7;'888732294412;1;2;2;40;80;0.0141;1.12
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;15;9540A;MT MADDSEN LOW MD BRN;MEDIUM BROWN FULL GRAIN;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;LOW HIKER;CALZADO DE HOMBRE;SP19;VN;TF;;12;7.5;'888732294429;2;2;4;40;160;0.0141;1.12
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;15;9540A;MT MADDSEN LOW MD BRN;MEDIUM BROWN FULL GRAIN;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;LOW HIKER;CALZADO DE HOMBRE;SP19;VN;TF;;12;8;'888732294436;2;2;4;40;160;0.0141;1.12
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;15;9540A;MT MADDSEN LOW MD BRN;MEDIUM BROWN FULL GRAIN;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;LOW HIKER;CALZADO DE HOMBRE;SP19;VN;TF;;12;8.5;'888732294443;2;2;4;40;160;0.0141;1.12
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;15;9540A;MT MADDSEN LOW MD BRN;MEDIUM BROWN FULL GRAIN;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;LOW HIKER;CALZADO DE HOMBRE;SP19;VN;TF;;12;9;'888732294450;2;2;4;40;160;0.0141;1.12
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;15;9540A;MT MADDSEN LOW MD BRN;MEDIUM BROWN FULL GRAIN;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;LOW HIKER;CALZADO DE HOMBRE;SP19;VN;TF;;12;9.5;'888732294467;1;2;2;40;80;0.0141;1.12
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;15;9540A;MT MADDSEN LOW MD BRN;MEDIUM BROWN FULL GRAIN;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;LOW HIKER;CALZADO DE HOMBRE;SP19;VN;TF;;12;10;'888732294474;1;2;2;40;80;0.0141;1.12
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;15;9540A;MT MADDSEN LOW MD BRN;MEDIUM BROWN FULL GRAIN;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;LOW HIKER;CALZADO DE HOMBRE;SP19;VN;TF;;12;10.5;'888732294481;1;2;2;40;80;0.0141;1.12
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;16;A1UYR;BOLTERO HIKER DK BRN;DARK BROWN NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;7;'192360609167;1;2;2;44;88;0.0138;0.98
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;16;A1UYR;BOLTERO HIKER DK BRN;DARK BROWN NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;7.5;'192360609181;2;2;4;44;176;0.0138;0.98
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;16;A1UYR;BOLTERO HIKER DK BRN;DARK BROWN NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;8;'192360609204;2;2;4;44;176;0.0138;0.98
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;16;A1UYR;BOLTERO HIKER DK BRN;DARK BROWN NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;8.5;'192360609228;2;2;4;44;176;0.0138;0.98
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;16;A1UYR;BOLTERO HIKER DK BRN;DARK BROWN NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;9;'192360609242;2;2;4;44;176;0.0138;0.98
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;16;A1UYR;BOLTERO HIKER DK BRN;DARK BROWN NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;9.5;'192360609266;1;2;2;44;88;0.0138;0.98
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;16;A1UYR;BOLTERO HIKER DK BRN;DARK BROWN NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;10;'192360609280;1;2;2;44;88;0.0138;0.98
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;16;A1UYR;BOLTERO HIKER DK BRN;DARK BROWN NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;10.5;'192360609303;1;2;2;44;88;0.0138;0.98
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;17;A1R1S;BOLTERO HIKER BLK;BLACK NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;7;'191932354986;1;2;2;44;88;0.014;0.96
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;17;A1R1S;BOLTERO HIKER BLK;BLACK NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;7.5;'191932355099;2;2;4;44;176;0.014;0.96
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;17;A1R1S;BOLTERO HIKER BLK;BLACK NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;8;'191932355211;2;2;4;44;176;0.014;0.96
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;17;A1R1S;BOLTERO HIKER BLK;BLACK NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;8.5;'191932355334;2;2;4;44;176;0.014;0.96
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;17;A1R1S;BOLTERO HIKER BLK;BLACK NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;9;'191932355440;2;2;4;44;176;0.014;0.96
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;17;A1R1S;BOLTERO HIKER BLK;BLACK NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;9.5;'191932355549;1;2;2;44;88;0.014;0.96
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;17;A1R1S;BOLTERO HIKER BLK;BLACK NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;10;'191932355655;1;2;2;44;88;0.014;0.96
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;17;A1R1S;BOLTERO HIKER BLK;BLACK NUBUCK;C 90% CUERO 10% TEXTIL S 100% CAUCHO PEGADA F 80% CUERO 20% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;KH;TF;;12;10.5;'191932355754;1;2;2;44;88;0.014;0.96
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;18;A15LO;KEELE RIDGE F/L MID DARK BROWN;DARK BROWN FULL GRAIN;C 80% CUERO 20% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID;CALZADO DE HOMBRE;FA18;VN;TF;;12;7;'888658956326;1;2;2;42;84;0.014;1.22
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;18;A15LO;KEELE RIDGE F/L MID DARK BROWN;DARK BROWN FULL GRAIN;C 80% CUERO 20% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID;CALZADO DE HOMBRE;FA18;VN;TF;;12;7.5;'888658956616;2;2;4;42;168;0.014;1.22
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;18;A15LO;KEELE RIDGE F/L MID DARK BROWN;DARK BROWN FULL GRAIN;C 80% CUERO 20% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID;CALZADO DE HOMBRE;FA18;VN;TF;;12;8;'888658955800;2;2;4;42;168;0.014;1.22
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;18;A15LO;KEELE RIDGE F/L MID DARK BROWN;DARK BROWN FULL GRAIN;C 80% CUERO 20% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID;CALZADO DE HOMBRE;FA18;VN;TF;;12;8.5;'888658956074;2;2;4;42;168;0.014;1.22
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;18;A15LO;KEELE RIDGE F/L MID DARK BROWN;DARK BROWN FULL GRAIN;C 80% CUERO 20% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID;CALZADO DE HOMBRE;FA18;VN;TF;;12;9;'888658956937;2;2;4;42;168;0.014;1.22
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;18;A15LO;KEELE RIDGE F/L MID DARK BROWN;DARK BROWN FULL GRAIN;C 80% CUERO 20% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID;CALZADO DE HOMBRE;FA18;VN;TF;;12;9.5;'888658957255;1;2;2;42;84;0.014;1.22
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;18;A15LO;KEELE RIDGE F/L MID DARK BROWN;DARK BROWN FULL GRAIN;C 80% CUERO 20% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID;CALZADO DE HOMBRE;FA18;VN;TF;;12;10;'888658957576;1;2;2;42;84;0.014;1.22
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;18;A15LO;KEELE RIDGE F/L MID DARK BROWN;DARK BROWN FULL GRAIN;C 80% CUERO 20% TEXTIL S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID;CALZADO DE HOMBRE;FA18;VN;TF;;12;10.5;'888658957866;1;2;2;42;84;0.014;1.22
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;19;A1J4H;MT  MADDSEN MID LTHR BROWN;MEDIUM BROWN FULL GRAIN;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;VN;TFC;;12;7.5;'190284737621;2;1;2;54;108;0.0163;1.26
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;19;A1J4H;MT  MADDSEN MID LTHR BROWN;MEDIUM BROWN FULL GRAIN;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;VN;TFC;;12;8;'190284737706;2;1;2;54;108;0.0163;1.26
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;19;A1J4H;MT  MADDSEN MID LTHR BROWN;MEDIUM BROWN FULL GRAIN;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;VN;TFC;;12;8.5;'190284737782;2;1;2;54;108;0.0163;1.26
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;19;A1J4H;MT  MADDSEN MID LTHR BROWN;MEDIUM BROWN FULL GRAIN;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;VN;TFC;;12;9;'190284737867;2;1;2;54;108;0.0163;1.26
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;19;A1J4H;MT  MADDSEN MID LTHR BROWN;MEDIUM BROWN FULL GRAIN;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;VN;TFC;;12;9.5;'190284737942;1;1;1;54;54;0.0163;1.26
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;19;A1J4H;MT  MADDSEN MID LTHR BROWN;MEDIUM BROWN FULL GRAIN;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;VN;TFC;;12;10;'190284738024;1;1;1;54;54;0.0163;1.26
7/3/2019;280;TL-006833MP;TL-50616;21-495;GRUPO INVERCRO S DE RL;19;A1J4H;MT  MADDSEN MID LTHR BROWN;MEDIUM BROWN FULL GRAIN;C 100% CUERO S 100% CAUCHO PEGADA F 100% TEXTIL P 80% SINTETICO 20% TEXTIL;6403.99.970;HOMBRE;MID HIKER;CALZADO DE HOMBRE;SP19;VN;TFC;;12;10.5;'190284738130;1;1;1;54;54;0.0163;1.26
