Alterno;Nombre;Ventas;Marca;Talla;Genero;Categoria;Venta;Tienda;Fecha de Venta;Nombre Comercial
191068 01;T.P NRGY BLCK WH 191068 01 # 9;1;PUMA;9;HOMBRE;ZAPATO;1,590.00;Time Out Multiplaza;27/7/2019;MEGA NRGY
916792 400;T.N NIKE CK RACER GREY 916792 400 # 5;1;NIKE;5;MUJER;ZAPATO;990.00;TimeOut Cascadas;28/7/2019;CK RACER
360265 42;S.PUMA  POPCAT PURPLE 360265 42 # 7;1;PUMA;7;MUJER;SANDALIAS;690.00;TimeOut Cascadas;28/7/2019; SANDALIA POPCAT
AJ5908-003;T. NIKE FLEX EXPERIENCE 8 PLT/PNK AJ5908-003 # 8.5;1;NIKE;8.5;MUJER;ZAPATO;2,190.00;TimeOut Cascadas;28/7/2019;FLEX EXPERIENCE
192337 03;T.P  LFOURISH WNS PURPLE 192337 03 # 5.5;1;PUMA;5.5;MUJER;ZAPATO;1,592.00;TimeOut Cascadas;28/7/2019;FLOURISH
916780 403;T.N CK RACER NAVY/WHITE 916780 403 # 6.5;1;NIKE;6.5;HOMBRE;ZAPATO;990.00;TimeOut Cascadas;28/7/2019;CK RACER
7-37CMA007302H;T.LACOSTE BAYLISS BLACK 7-37CMA007302H # 10;1;LACOSTE;10;HOMBRE;ZAPATO;2,371.50;TimeOut Cascadas;28/7/2019;BAYLISS
360248 03;SANDALIA BLACK WHITE 360248 03 # 9;1;PUMA;9;HOMBRE;SANDALIAS;532.00;TimeOut La Ceiba;28/7/2019;SANDALIA EPIC FLIP
AJ8799-602;T. W NIKE ASHIN MODERN BERRY/BLK AJ8799-602 # 7;1;NIKE;7;MUJER;ZAPATO;2,223.00;TimeOut La Ceiba;28/7/2019;ASHIN MODERN
AA4079 001;T.N LUNARSOLO BLK//WHT AA4079 001 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;2,415.00;TimeOut La Ceiba;28/7/2019;LUNARSOLO
A1IDB;T. SANDALIA WILD DUNES BLACK A1IDB # 8;1;TIMBERLAND;8;HOMBRE;SANDALIAS;1,012.00;TimeOut La Ceiba;28/7/2019;WILD DUNES
A1ODZ;Z.T. KILLINGTON HIKER CHU BLACK/NAVY A1ODZ # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;3,315.00;TimeOut La Ceiba;28/7/2019;KILINGTON
AH8050-002;T.N AIR MAX 270 BLK/WHT AH8050-002 # 7;1;NIKE;7;HOMBRE;ZAPATO;4,790.00;El Dorado;28/7/2019;AIR MAX 270
016101 BLK;T. RS INTENSE BLK 016101 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;990.00;El Dorado;28/7/2019;INTENSE
191068 01;T.P NRGY BLCK WH 191068 01 # 9;1;PUMA;9;HOMBRE;ZAPATO;1,615.00;TimeOut La Ceiba;28/7/2019;MEGA NRGY
192442 01;T.P ENZO BETA BLACK 192442 01 # 10.5;1;PUMA;10.5;HOMBRE;ZAPATO;1,015.00;TimeOut La Ceiba;28/7/2019;ENZO
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;1,815.00;TimeOut La Ceiba;28/7/2019;TODOS
A1SA2;T. FLYROAM GO KNIT OXFO BLACK A1SA2 # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,552.00;Timberland Multiplaza;28/7/2019;FLYROAM
A1TJO;Z.T CITY S EDGE WP BLCK A1TJO # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,966.50;Timberland Multiplaza;28/7/2019;CITY EDGE
A1MTE;T.NICE COAST CROSS BLACK A1MTE # 7;1;TIMBERLAND;7;MUJER;ZAPATO;1,275.00;Timberland Multiplaza;28/7/2019;NICE COAST CROSS
A1MB4;Z.T EAGLE BAY LEATHER BO CANTEEN A1MB4 # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;3,790.00;Timberland Multiplaza;28/7/2019;EAGLE BAY
A1QAO;T. FLYROAM GO KNIT OXFO BLACK IRI A1QAO # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;3,190.00;Timberland Multiplaza;28/7/2019;FLYROAM
10061;T. 6IN PREM BT WHEAT YELLOW 10061 # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;4,590.00;Timberland Multiplaza;28/7/2019;YELLOW BOOTS
A1PG2;T. SADLER PASS BLACK A1PG2 # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;1,990.00;Timberland Multiplaza;28/7/2019;SADLER PASS
A1QCZ;Z.T SAWYER LANE WP BLCK A1QCZ # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,890.00;Timberland Multiplaza;28/7/2019;SAWYER LANE
366687 02;T.P BASKET PLATFORM LUXE GOLD 366687 02 # 8;1;PUMA;8;MUJER;ZAPATO;990.00;Time Out Multiplaza;28/7/2019;BASKET
AQ8306-300;T.N. FREE METCON 2 CITRON-/EQU AQ8306-300 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;3,221.50;Time Out Multiplaza;28/7/2019;FREE METCON
191594 02;T.P IGNITE FLASH  DESERT BLK 191594 02 # 9;1;PUMA;9;HOMBRE;ZAPATO;1,990.00;Time Out Multiplaza;28/7/2019;IGNITE
902813 401;T.N ARROWZ NAVY 902813 401 # 7;1;NIKE;7;HOMBRE;ZAPATO;1,690.00;Time Out Multiplaza;28/7/2019;ARROWZ
192456 01;T.P JAAB XT BK/WH 192456 01 # 9.5;1;PUMA;9.5;HOMBRE;ZAPATO;2,190.00;Time Out Multiplaza;28/7/2019;JAAB XT
015831 NVY;T. RS DEFY 2.0 NAVY 015831 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;990.00;Time Out Multiplaza;28/7/2019;DEFY
192442 04;T.P ENZO BETA BLACK 192442 04  # 8;1;PUMA;8;HOMBRE;ZAPATO;1,790.00;Time Out Multiplaza;28/7/2019;ENZO 
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 8.5;1;NIKE;8.5;MUJER;ZAPATO;1,790.00;Time Out Multiplaza;28/7/2019;TODOS
341522 04;T.PUMA FUEGO NYLON BLACK/WHT 341522 04 # 9.5;1;PUMA;9.5;HOMBRE;ZAPATO;1,590.00;Time Out Multiplaza;28/7/2019;FUEGO
191095 03;T.P MEGA NRGY NAVY 191095 03 # 8.5;1;PUMA;8.5;HOMBRE;ZAPATO;1,490.00;TimeOut Metromall;28/7/2019;MEGA NRGY
AT2506-002;T. NIKE AIR MAX FLY BLK/WHT AT2506-002 # 8;1;NIKE;8;HOMBRE;ZAPATO;2,800.00;TimeOut Metromall;28/7/2019;AIR MAX FLY
369124 01;T.P ELECTRON STREET ENG 369124 01 # 11;1;PUMA;11;HOMBRE;ZAPATO;1,500.00;TimeOut Metromall;28/7/2019;ELECTRON
599409-422;T. NIKE AIR MAX THEA NVY/PLT 599409-422 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;2,372.00;TimeOut Metromall;28/7/2019;AIR MAX THEA
631635 010;T.N PRIMO COURT CANVAS BLK 631635 010 # 7;1;NIKE;7;MUJER;ZAPATO;1,500.00;TimeOut Metromall;28/7/2019;PRIMO COURT
843896-301;T.N NIKE SB CHECK SOLAR  WHITE 843896-301 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;1,200.00;TimeOut Metromall;28/7/2019;SB CHECK
AT1239-004;T. NIKE VARSITY COMPETE GRY AT1239-004 # 8.5;1;NIKE;8.5;HOMBRE;ZAPATO;2,390.00;TimeOut Metromall;28/7/2019;VARSITY
A1HCX;T. BRADSTREET 3 EYE NVY A1HCX # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;3,120.00;Time Out Citymall SPS;28/7/2019;BRADSTREET
A1N1K;T. KENDRICK CHELSEA BROW A1N1K # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;3,750.00;Time Out Citymall SPS;28/7/2019;KENDRICK
880268-006;T. NIKE SB CORE PERFORMANCE BLK 880268-006 # 10;1;NIKE;10;HOMBRE;ZAPATO;1,990.00;Time out mall premier;28/7/2019;SB CORE
A1N1V;T. KENDRICK CHELSEA BLACK A1N1V # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;3,188.00;Time out mall premier;28/7/2019;KENDRICK
631635 010;T.N PRIMO COURT CANVAS BLK 631635 010 # 6;1;NIKE;6;MUJER;ZAPATO;1,890.00;Time out mall premier;28/7/2019;PRIMO COURT
017011 RED;T. RS PERFORM RED/BLK 017011 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;790.00;Time out mall premier;28/7/2019;PERFORMANCE
192349 01;T.P ENZO STREET HEATHER BLACK 192349 01 # 9;1;PUMA;9;HOMBRE;ZAPATO;1,490.00;Time out mall premier;28/7/2019;ENZO
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 6;1;NIKE;6;MUJER;ZAPATO;1,790.00;Time out mall premier;28/7/2019;TODOS
190508 20;T.P IGNITE FLASH BLACK 190508 20 # 9.5;1;PUMA;9.5;HOMBRE;ZAPATO;1,862.00;Time out mall premier;28/7/2019;IGNITE
AT1239-003;T. NIKE VARSITY COMPETE BLK/WHT AT1239-003 # 8.5;1;NIKE;8.5;HOMBRE;ZAPATO;2,201.50;Time out mall premier;28/7/2019;VARSITY
369400 01;S.P DIVECAT V2 BLACK 369400 01 # 9;1;PUMA;9;HOMBRE;SANDALIAS;552.50;Time out mall premier;28/7/2019;SANDALIA DIVECAT
599409-422;T. NIKE AIR MAX THEA NVY/PLT 599409-422 # 6;1;NIKE;6;MUJER;ZAPATO;2,371.50;Time out mall premier;28/7/2019;AIR MAX THEA
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 8;1;NIKE;8;MUJER;ZAPATO;1,862.00;Time out mall premier;28/7/2019;TANJUN
AJ5911-001;T. NIKE FLEX CONTROL TR3 BLK/WHT AJ5911-001 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,202.00;Time out mall premier;28/7/2019;FLEX CONTROL
190508 20;T.P IGNITE FLASH BLACK 190508 20 # 8.5;1;PUMA;8.5;HOMBRE;ZAPATO;1,861.50;Time out mall premier;28/7/2019;IGNITE
AQ7486-002;T. NIKE DOWNSHIFTER 9 BLK/FUCHSIA AQ7486-002 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;1,912.00;Time out mall premier;28/7/2019;DOWNSHIFTER
631635 010;T.N PRIMO COURT CANVAS BLK 631635 010 # 10;1;NIKE;10;MUJER;ZAPATO;1,890.00;Time out mall premier;28/7/2019;PRIMO COURT
015872 BLK;T. RS ROTINE BLK/FUCHSIA 015872 # 8;1;RS PERFORMANCE;8;MUJER;ZAPATO;800.00;TIMEOUT MEGAMALL SPS;28/7/2019;ROUTINE
015831 NVY;T. RS DEFY 2.0 NAVY 015831 # 6.5;1;RS PERFORMANCE;6.5;HOMBRE;ZAPATO;750.00;TIMEOUT MEGAMALL SPS;28/7/2019;DEFY
AJ5908-003;T. NIKE FLEX EXPERIENCE 8 PLT/PNK AJ5908-003 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;1,912.00;TIMEOUT MEGAMALL SPS;28/7/2019;FLEX EXPERIENCE
015831 BLK;T. RS DAFY 2.5 ALL BLK 015831 # 6.5;1;RS PERFORMANCE;6.5;HOMBRE;ZAPATO;750.00;TIMEOUT MEGAMALL SPS;28/7/2019;DEFY
7-37CMA0046454;T.LACOSTE LEROND BLCK 7-37CMA0046454 # 7.5;1;LACOSTE;7.5;HOMBRE;ZAPATO;2,790.00;TIMEOUT MEGAMALL SPS;28/7/2019;LEROND
7-37CMA0073312;T.LACOSTE BAYLISS BLK/WHT 7-37CMA0073312 # 8.5;1;LACOSTE;8.5;HOMBRE;ZAPATO;2,435.00;TIMEOUT MEGAMALL SPS;28/7/2019;BAYLISS
192443 04;T.P ENZO BETA WNMS  BLACK 192443 04 # 6.5;1;PUMA;6.5;MUJER;ZAPATO;1,790.00;TIME OUT CITYMALL TEG;28/7/2019;ENZO
631635 010;T.N PRIMO COURT CANVAS BLK 631635 010 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,890.00;TIME OUT CITYMALL TEG;28/7/2019;PRIMO COURT
343880 090;SANDALIA NIKE BLK/WHT 343880 090 #10;1;NIKE;10;HOMBRE;SANDALIAS;990.00;TIME OUT CITYMALL TEG;28/7/2019;BENASSI
A1ODQ;Z.T. KILLINGTON HIKER CHU GRAPE/GREEN A1ODQ # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,796.50;TIME OUT CITYMALL TEG;28/7/2019;KILINGTON
A1N19;T. KENDRICK BLACK A1N19 # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;3,771.00;TIME OUT CITYMALL TEG;28/7/2019;KENDRICK
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;1,790.00;TIME OUT CITYMALL TEG;28/7/2019;TODOS
A1N1K;T. KENDRICK CHELSEA BROW A1N1K # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;3,390.00;TIME OUT CITYMALL TEG;28/7/2019;KENDRICK
AJ5911-001;T. NIKE FLEX CONTROL TR3 BLK/WHT AJ5911-001 # 10;1;NIKE;10;HOMBRE;ZAPATO;2,201.50;TIME OUT CITYMALL TEG;28/7/2019;FLEX CONTROL
7-37CMA0073092;T.LACOSTE BAYLISS NVY/WHT 7-37CMA0073092 # 8.5;1;LACOSTE;8.5;HOMBRE;ZAPATO;2,790.00;TIME OUT CITYMALL TEG;28/7/2019;BAYLISS
369155 01;T.P CALI WMNS WHITE 369155 01 # 6.5;1;PUMA;6.5;MUJER;ZAPATO;1,990.00;TIME OUT CITYMALL TEG;28/7/2019;CALI
843896-017;T.N SB CHECK SOLAR BLK/WHT 843896-017 # 9;1;NIKE;9;HOMBRE;ZAPATO;1,990.00;TIME OUT CITYMALL TEG;28/7/2019;SB CHECK
366971 02;T.P WIRED NAVY 366971 02 # 10;1;PUMA;10;HOMBRE;ZAPATO;790.00;TIME OUT CITYMALL TEG;28/7/2019;WIRED 
843895 001;T.N SB CHECK SOLAR BLCK 843895 001 # 8;1;NIKE;8;HOMBRE;ZAPATO;2,190.00;TIME OUT CITYMALL TEG;28/7/2019;SB CHECK
7-36SPM0021231;T.LACOSTE GRADUATE BLACK 7-36SPM0021231 # 8;1;LACOSTE;8;HOMBRE;ZAPATO;1,390.00;TIME OUT CITYMALL TEG;28/7/2019;GRADUATE
AH8050-002;T.N AIR MAX 270 BLK/WHT AH8050-002 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;4,071.50;TIME OUT CITYMALL TEG;28/7/2019;AIR MAX 270
360248 03;SANDALIA BLACK WHITE 360248 03 # 10;1;PUMA;10;HOMBRE;SANDALIAS;590.00;TIME OUT CITYMALL TEG;28/7/2019;SANDALIA EPIC FLIP
599409-422;T. NIKE AIR MAX THEA NVY/PLT 599409-422 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;2,790.00;TIME OUT CITYMALL TEG;28/7/2019;AIR MAX THEA
631635 010;T.N PRIMO COURT CANVAS BLK 631635 010 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;1,890.00;Shoes Cascadas;28/7/2019;PRIMO COURT
A1QCZ;Z.T SAWYER LANE WP BLCK A1QCZ # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,690.00;Shoes Cascadas;28/7/2019;SAWYER LANE
10073;T. 6IN PREM BT BLACK 10073 # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,295.00;Shoes Cascadas;28/7/2019;BOOTS IN BLACK
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6;1;NIKE;6;MUJER;ZAPATO;1,861.50;TimeOut Cascadas;28/7/2019;TANJUN
AV7763-003;T.N. PRESTO FLY WRLD BLK/BLK AV7763-003 # 10;1;NIKE;10;HOMBRE;ZAPATO;2,762.50;TimeOut Cascadas;28/7/2019;PRESTO FLY
AJ5911-010;T.NIKE FLEX CONTROL TR3 ANTC/BLK AJ5911-010 # 8;1;NIKE;8;HOMBRE;ZAPATO;2,190.00;TimeOut Cascadas;28/7/2019;FLEX CONTROL
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;1,790.00;TimeOut Cascadas;28/7/2019;TODOS
190949 12;T.P DEFY WN WHITE 190949 12 # 9;1;PUMA;9;MUJER;ZAPATO;1,290.00;TimeOut Cascadas;28/7/2019;DEFY
812654 001;T.N TANJUN BLK 812654 001 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;1,790.00;TimeOut Cascadas;28/7/2019;TANJUN
BQ9443-001;T. NIKE FLEX TRAINER 9 BLK/WHT BQ9443-001 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;2,201.50;TimeOut Cascadas;28/7/2019;FLEX TRAINER
360265 42;S.PUMA  POPCAT PURPLE 360265 42 # 6;1;PUMA;6;MUJER;SANDALIAS;750.00;TimeOut Cascadas;28/7/2019; SANDALIA POPCAT
369124 03;T.P ELECTRON STREET GREY 369124 03 # 10;1;PUMA;10;HOMBRE;ZAPATO;1,490.00;TimeOut Cascadas;28/7/2019;ELECTRON
AQ2231-500;T. NIKE AIR MAX OKETO CHALK/PLUM AQ2231-500 # 7;1;NIKE;7;MUJER;ZAPATO;2,590.00;TimeOut Cascadas;28/7/2019;AIR MAX OKETO
599409-422;T. NIKE AIR MAX THEA NVY/PLT 599409-422 # 7;1;NIKE;7;MUJER;ZAPATO;2,371.50;TimeOut Cascadas;28/7/2019;AIR MAX THEA
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 9;1;NIKE;9;HOMBRE;ZAPATO;1,790.00;TimeOut Cascadas;28/7/2019;TODOS
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 9;1;NIKE;9;MUJER;ZAPATO;1,500.00;TimeOut Cascadas;28/7/2019;TODOS
749794-010;T. NIKE MD RUNNER 2 BLK/WHT 749794-010 # 6.5;1;NIKE;6.5;HOMBRE;ZAPATO;1,861.50;TimeOut Cascadas;28/7/2019;MD RUNNER
367732 03;T.P SUEDE 367732 03 GREY 367732 03 # 5.5;1;PUMA;5.5;MUJER;ZAPATO;1,490.00;TimeOut Cascadas;28/7/2019;SUEDE
921511-400;T.N. MERCURIAL VORTEX BL/WHT 921511-400 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;1,452.00;TimeOut La Ceiba;29/7/2019;MERCURIAL VORTEX
343881-007;N. WMNS BENASSI BLK/ROSE 343881-007 # 6;1;NIKE;6;MUJER;SANDALIAS;975.00;TimeOut La Ceiba;29/7/2019;BENASSI
BQ3198-100;T. NIKE TODOS WHT/BLK BQ3198-100 # 8.5;1;NIKE;8.5;HOMBRE;ZAPATO;1,815.00;TimeOut La Ceiba;29/7/2019;TODOS
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,815.00;TimeOut La Ceiba;29/7/2019;TODOS
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 6;1;NIKE;6;MUJER;ZAPATO;1,815.00;TimeOut La Ceiba;29/7/2019;TODOS
AJ8799-602;T. W NIKE ASHIN MODERN BERRY/BLK AJ8799-602 # 7.5;1;NIKE;7.5;MUJER;ZAPATO;2,615.00;TimeOut La Ceiba;29/7/2019;ASHIN MODERN
812654 011;T.N TANJUN BLACK/WHT 812654 011 # 10;1;NIKE;10;HOMBRE;ZAPATO;1,990.00;TimeOut La Ceiba;29/7/2019;TANJUN
812655-011;T.N WMNS TANJUN BLK/WHT 812655 011 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;2,215.00;TimeOut La Ceiba;29/7/2019;TANJUN
7-37CMA0046J18;T.LACOSTE LEROND NVY/WHT 7-37CMA0046J18 # 9.5;1;LACOSTE;9.5;HOMBRE;ZAPATO;2,615.00;TimeOut La Ceiba;29/7/2019;LEROND
A1JZT;T. KENDRICK CHELSEA BLACK A1JZT # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;3,390.00;Timberland Multiplaza;29/7/2019;KENDRICK
7-37CMA0046454;T.LACOSTE LEROND BLCK 7-37CMA0046454 # 9;1;LACOSTE;9;HOMBRE;ZAPATO;2,371.50;Time Out Multiplaza;29/7/2019;LEROND
343880 001;SANDALIA BENASSI JDI BLACK 343880 001 # 7;1;NIKE;7;HOMBRE;SANDALIAS;990.00;Time Out Multiplaza;29/7/2019;BENASSI
AT2506-100;T. NIKE AIR MAX FLY BLK/WHT AT2506-100 # 9.5;1;NIKE;9.5;HOMBRE;ZAPATO;2,711.50;Time Out Multiplaza;29/7/2019;AIR MAX FLY
191487 01;T.P ENZO WEAVE BLACK 191487 01 # 8.5;1;PUMA;8.5;HOMBRE;ZAPATO;2,190.00;Time Out Multiplaza;29/7/2019;ENZO
366419 05;T.P VIKKY PLAT BROW 366419 05# 7;1;PUMA;7;MUJER;ZAPATO;990.00;Time Out Multiplaza;29/7/2019;VIKKY
AA2181 002;T.N VIALE BLACK/WHITE AA2181 002 # 12;1;NIKE;12;HOMBRE;ZAPATO;1,990.00;Time Out Multiplaza;29/7/2019;VIALE
AO0352-400;T.N. AIR MAX MOTION 2 BLUE/PLUM AO0352-400 # 6;1;NIKE;6;MUJER;ZAPATO;2,790.00;Time Out Multiplaza;29/7/2019;AIR MAX MOTION
AJ5908-003;T. NIKE FLEX EXPERIENCE 8 PLT/PNK AJ5908-003 # 7;1;NIKE;7;MUJER;ZAPATO;2,031.50;Time Out Multiplaza;29/7/2019;FLEX EXPERIENCE
343880 090;SANDALIA NIKE BLK/WHT 343880 090 #7;1;NIKE;7;HOMBRE;SANDALIAS;855.00;TimeOut Choluteca;29/7/2019;BENASSI
807472-410;T.N CLASSIC CORTEZ NYLON WHITE 807472-410 # 7.5;1;NIKE;7.5;HOMBRE;ZAPATO;2,032.00;Time out mall premier;29/7/2019;CORTEZ
192355 05;T.P PERSIST XT BLACK 192355 05 # 7.5;1;PUMA;7.5;HOMBRE;ZAPATO;1,490.00;Time out mall premier;29/7/2019;PERSIST
192442 04;T.P ENZO BETA BLACK 192442 04  # 10.5;1;PUMA;10.5;HOMBRE;ZAPATO;1,990.00;Time out mall premier;29/7/2019;ENZO 
015832 NVY;T. RS DEFY 2.5 NVY/FUCHSIA 015832 # 7;1;RS PERFORMANCE;7;MUJER;ZAPATO;990.00;TimeOut Metromall;29/7/2019;DEFY
BQ3201-101;T. NIKE TODOS WHT/BLK BQ3201-101 # 6.5;1;NIKE;6.5;MUJER;ZAPATO;1,990.00;TimeOut Metromall;29/7/2019;TODOS
AJ5908-003;T. NIKE FLEX EXPERIENCE 8 PLT/PNK AJ5908-003 # 8.5;1;NIKE;8.5;MUJER;ZAPATO;2,032.00;TimeOut Metromall;29/7/2019;FLEX EXPERIENCE
A1RLJ;Z.T. BRADSTREET OXFOR BLACK/MESH A1RLJ # 7.5;1;TIMBERLAND;7.5;HOMBRE;ZAPATO;2,000.00;TimeOut Metromall;29/7/2019;BRADSTREET
016101 NVY;T. RS INTENSE NVY/BLK 016101 # 11;1;RS PERFORMANCE;11;HOMBRE;ZAPATO;890.00;TimeOut Metromall;29/7/2019;INTENSE
017011 BLK;T. RS PERFORM BLK 017011 # 11;1;RS PERFORMANCE;11;HOMBRE;ZAPATO;890.00;TimeOut Metromall;29/7/2019;PERFORMANCE
AJ5900-003;T. NIKE FLEX EXPERIENCE UNV/AMRLL AJ5900-003 #10;1;NIKE;10;HOMBRE;ZAPATO;2,215.00;Time Out Citymall SPS;29/7/2019;FLEX EXPERIENCE
A1N2I;T. KENDRICK CHUKKA BLACK NUBUCK A1N2I # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;3,052.00;Time Out Citymall SPS;29/7/2019;KENDRICK
A1Z6G;T. FLYROAM GO KNIT OX BLK A1Z6G # 9;1;TIMBERLAND;9;HOMBRE;ZAPATO;2,300.00;Time Out Citymall SPS;29/7/2019;BROOKLYN
343880 090;SANDALIA NIKE BLK/WHT 343880 090 #7;1;NIKE;7;HOMBRE;SANDALIAS;990.00;Time Out Citymall SPS;29/7/2019;BENASSI
880268-010;T.N SB PORTMORE II SOLAR BLK/WHT 880268-010 # 9;1;NIKE;9;HOMBRE;ZAPATO;1,990.00;Time Out Citymall SPS;29/7/2019;SB PORTMORE
191594 02;T.P IGNITE FLASH  DESERT BLK 191594 02 # 9;1;PUMA;9;HOMBRE;ZAPATO;1,912.00;Time Out Citymall SPS;29/7/2019;IGNITE
A1N2I;T. KENDRICK CHUKKA BLACK NUBUCK A1N2I # 8;1;TIMBERLAND;8;HOMBRE;ZAPATO;3,051.00;Time Out Citymall SPS;29/7/2019;KENDRICK
369401 02;SANDALIA PUMA EPIC RED/NAV 369401 02 # 9;1;PUMA;9;HOMBRE;SANDALIAS;550.00;TIMEOUT MEGAMALL SPS;29/7/2019;SANDALIA EPIC FLIP
015871 BLK;T. RS ROUTINE BLK/DK. GREY 015871 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;695.00;TIMEOUT MEGAMALL SPS;29/7/2019;ROUTINE
015821 NVY;T. RS DEFY NVY/WHT 015821 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;695.00;TIMEOUT MEGAMALL SPS;29/7/2019;DEFY
015871 BLK;T. RS ROUTINE BLK/DK. GREY 015871 # 6.5;1;RS PERFORMANCE;6.5;HOMBRE;ZAPATO;710.00;TIMEOUT MEGAMALL SPS;29/7/2019;ROUTINE
015871 BLK;T. RS ROUTINE BLK/DK. GREY 015871 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;710.00;TIMEOUT MEGAMALL SPS;29/7/2019;ROUTINE
017011 BLK;T. RS PERFORM BLK 017011 # 9;1;RS PERFORMANCE;9;HOMBRE;ZAPATO;705.00;TIMEOUT MEGAMALL SPS;29/7/2019;PERFORMANCE
017011 NVY;T. RS PERFORM NAVY/BLK 017011 # 8;1;RS PERFORMANCE;8;HOMBRE;ZAPATO;705.00;TIMEOUT MEGAMALL SPS;29/7/2019;PERFORMANCE
369402 01;SANDALIA PUMA EPIC WHT/GREY 369402 01 # 5;1;PUMA;5;MUJER;SANDALIAS;325.00;TIMEOUT MEGAMALL SPS;29/7/2019;SANDALIA EPIC FLIP
631261-024;T.S BENASSI JDI PRINT BLK/WHT 631261-024 # 8;1;NIKE;8;HOMBRE;SANDALIAS;990.00;TIMEOUT MEGAMALL SPS;29/7/2019;BENASSI
A1ND7;T. KENDRICK CAP TOE OXF BLACK A1ND7 # 10.5;1;TIMBERLAND;10.5;HOMBRE;ZAPATO;2,490.00;Timberland CITY MALL;29/7/2019;KENDRICK
A21GE;T. BROOKLYN FABRICOX BLKCAMO A21GE # 10;1;TIMBERLAND;10;HOMBRE;ZAPATO;2,371.50;Timberland CITY MALL;29/7/2019;BROOKLYN
015832 UVA; T. RS DEFY 2.0 UVA 015832 # 7;1;RS PERFORMANCE;7;MUJER;ZAPATO;990.00;El Dorado;29/7/2019;DEFY
363722 05;T.P SMASH PERF WHITE 363722 05 # 11;1;PUMA;11;HOMBRE;ZAPATO;790.00;El Dorado;29/7/2019;SMASH
A13HD;Z.T LARCHMONT CHUKKA BRW A13HD 8.5;1;TIMBERLAND;8.5;HOMBRE;ZAPATO;2,541.50;Shoes Cascadas;29/7/2019;LARCHMONT 
A1N1K;T. KENDRICK CHELSEA BROW A1N1K # 9.5;1;TIMBERLAND;9.5;HOMBRE;ZAPATO;3,187.50;Shoes Cascadas;29/7/2019;KENDRICK
